x,y,u,v,p
0.06,0.0025,-0.01499325,-0.0005128775,0.06355855
0.0625,0.0025,-0.014072822,-0.00062267,0.06979553
0.065,0.0025,-0.01298664,-0.000718174,0.07527875
0.0675,0.0025,-0.011760235,-0.0007962575,0.07988325
0.07,0.0025,-0.010424033,-0.0008538755,0.083504975
0.0725,0.0025,-0.009013018,-0.00088815927,0.08606615
0.075,0.0025,-0.0075662225,-0.000896504,0.08752097
0.0775,0.0025,-0.0061262427,-0.00087667623,0.0878616
0.08,0.0025,-0.0047383425,-0.0008269745,0.087125
0.0825,0.0025,-0.003449225,-0.000746437,0.0854003
0.085,0.0025,-0.0023054713,-0.000635229,0.08283702
0.0875,0.0025,-0.0013510815,-0.00049539574,0.0796545
0.09,0.0025,-0.00062379695,-0.00033241522,0.076151624
0.0925,0.0025,-0.00014868147,-0.00015825128,0.0727202
0.095,0.0025,7.49855e-05,1.959325e-06,0.0698603
0.0975,0.0025,9.361765e-05,9.236333e-05,0.068086326
0.1,0.0025,0.0,0.0,0.0675297
0.0,0.005,0.0,0.0,0.00255337
0.0025,0.005,-7.1676e-06,-5.251225e-05,0.0018234316
0.005,0.005,-0.0002703317,0.00027650775,-2.27496e-05
0.0075,0.005,-0.000921598,0.0007526395,-0.0024920837
0.01,0.005,-0.0019959167,0.0012536005,-0.005263485
0.0125,0.005,-0.0034815,0.0017181217,-0.008006522
0.015,0.005,-0.005334365,0.0021143,-0.010435307
0.0175,0.005,-0.0074909376,0.0024268276,-0.012326532
0.02,0.005,-0.00987765,0.0026500626,-0.01351505
0.0225,0.005,-0.012417077,0.0027838976,-0.013887
0.025,0.005,-0.0150319,0.0028314625,-0.01337345
0.0275,0.005,-0.017647425,0.00279781,-0.011944225
0.03,0.005,-0.020193225,0.0026891525,-0.009602147
0.0325,0.005,-0.0226043,0.002512415,-0.00637822
0.035,0.005,-0.02482185,0.00227495,-0.002327425
0.0375,0.005,-0.02679365,0.0019843963,0.0024748126
0.04,0.005,-0.0284745,0.0016486093,0.00793564
0.0425,0.005,-0.029826526,0.0012756397,0.013947475
0.045,0.005,-0.030819274,0.0008737423,0.020390525
0.0475,0.005,-0.03143015,0.00045140574,0.027135124
0.05,0.005,-0.03164455,1.738775e-05,0.034043927
0.0525,0.005,-0.03145605,-0.0004192675,0.040974524
0.055,0.005,-0.030866824,-0.00084921875,0.047782026
0.0575,0.005,-0.029887775,-0.0012628513,0.05432185
0.06,0.005,-0.028538626,-0.0016503312,0.06045305
0.0625,0.005,-0.0268482,-0.0020016937,0.066041775
0.065,0.005,-0.0248544,-0.0023069875,0.070965126
0.0675,0.005,-0.022603875,-0.00255645,0.075115226
0.07,0.005,-0.020151826,-0.002740735,0.07840378
0.0725,0.005,-0.017561374,-0.002851205,0.0807667
0.075,0.005,-0.0149025,-0.0028802624,0.08216895
0.0775,0.005,-0.012250927,-0.0028217775,0.08260957
0.08,0.005,-0.009686255,-0.00267165,0.08212685
0.0825,0.005,-0.007289515,-0.002428595,0.08080333
0.085,0.005,-0.00514002,-0.0020953754,0.0787707
0.0875,0.005,-0.0033108075,-0.0016809292,0.076213926
0.09,0.005,-0.0018622265,-0.0012041575,0.07337475
0.0925,0.005,-0.00083232776,-0.000700356,0.0705532
0.095,0.005,-0.000224234,-0.00023319773,0.06809022
0.0975,0.005,8.15355e-06,7.572178e-05,0.06631047
0.1,0.005,0.0,0.0,0.06562845
0.0,0.0075,0.0,0.0,0.00580726
0.0025,0.0075,-0.00016751907,0.00019055778,0.004722395
0.005,0.0075,-0.0007439785,0.00092577975,0.0024152088
0.0075,0.0075,-0.0018783888,0.0018801345,-0.000104584426
0.01,0.0075,-0.0035710675,0.00286825,-0.0026984208
0.0125,0.0075,-0.005793215,0.0037858526,-0.0051726075
0.015,0.0075,-0.00848662,0.00457268,-0.007310215
0.0175,0.0075,-0.011569485,0.0051964424,-0.008935862
0.02,0.0075,-0.014946575,0.00564281,-0.00991765
0.0225,0.0075,-0.018516675,0.00590874,-0.010161933
0.025,0.0075,-0.022177525,0.00599835,-0.009610395
0.0275,0.0075,-0.025829274,0.00592035,-0.008236768
0.03,0.0075,-0.029377075,0.005686415,-0.006042975
0.0325,0.0075,-0.032732725,0.0053101527,-0.003055512
0.035,0.0075,-0.035816,0.0048064427,0.00067768805
0.0375,0.0075,-0.03855545,0.00419104,0.00509008
0.04,0.0075,-0.0408891,0.0034803525,0.010099063
0.0425,0.0075,-0.04276495,0.0026913425,0.015608275
0.045,0.0075,-0.044141226,0.001841492,0.0215099
0.0475,0.0075,-0.044986926,0.0009488175,0.02768675
0.05,0.0075,-0.045282174,3.190725e-05,0.03401435
0.0525,0.0075,-0.04501845,-0.000890064,0.04036345
0.055,0.0075,-0.044198975,-0.0017973557,0.046602376
0.0575,0.0075,-0.042838976,-0.0026697225,0.052599777
0.06,0.0075,-0.04096585,-0.003486545,0.058227625
0.0625,0.0075,-0.038619325,-0.004227045,0.063364476
0.065,0.0075,-0.0358514,-0.0048705926,0.06789915
0.0675,0.0075,-0.0327259,-0.0053971075,0.07173445
0.07,0.0075,-0.02931795,-0.00578757,0.07479115
0.0725,0.0075,-0.025713125,-0.00602464,0.07701215
0.075,0.0075,-0.022005875,-0.0060934275,0.07836655
0.0775,0.0075,-0.018297724,-0.005982445,0.07885375
0.08,0.0075,-0.0146947,-0.005684825,0.07850722
0.0825,0.0075,-0.011303865,-0.0051999823,0.07739782
0.085,0.0075,-0.00822899,-0.004536015,0.07563605
0.0875,0.0075,-0.0055649,-0.0037134674,0.07337288
0.09,0.0075,-0.00338976,-0.00277135,0.07080212
0.0925,0.0075,-0.001754793,-0.0017762245,0.068156175
0.095,0.0075,-0.0006781088,-0.00083692424,0.06564567
0.0975,0.0075,-0.0001445029,-0.00013903393,0.06342425
0.1,0.0075,0.0,0.0,0.0624026
0.0,0.01,0.0,0.0,0.00978408
0.0025,0.01,-0.00034290963,0.00068866654,0.008221053
0.005,0.01,-0.0012629492,0.002008246,0.00519521
0.0075,0.01,-0.0029158324,0.003580035,0.0023546217
0.01,0.01,-0.005249545,0.0051712873,-0.000326715
0.0125,0.01,-0.008208675,0.00663989,-0.0027737068
0.015,0.01,-0.011717252,0.007897837,-0.0048237173
0.0175,0.01,-0.015675575,0.008894555,-0.006343415
0.02,0.01,-0.01996975,0.009605372,-0.007233755
0.0225,0.01,-0.0244792,0.010023075,-0.00742352
0.025,0.01,-0.029081775,0.010152193,-0.0068685124
0.0275,0.01,-0.0336577,0.01000519,-0.00555027
0.03,0.01,-0.0380927,0.009599965,-0.0034737275
0.0325,0.01,-0.042280074,0.008958135,-0.00066474697
0.035,0.01,-0.0461224,0.008103788,0.0028321955
0.0375,0.01,-0.049532775,0.0070628277,0.00695614
0.04,0.01,-0.05243565,0.00586251,0.011631613
0.0425,0.01,-0.054767527,0.0045311726,0.016770575
0.045,0.01,-0.0564775,0.0030981475,0.02227425
0.0475,0.01,-0.057527777,0.001593722,0.028034976
0.05,0.01,-0.057894126,4.914475e-05,0.033938225
0.0525,0.01,-0.0575663,-0.0015033798,0.039864726
0.055,0.01,-0.0565484,-0.0030307625,0.0456927
0.0575,0.01,-0.054859124,-0.00449915,0.0513004
0.06,0.01,-0.05253205,-0.0058741774,0.05656895
0.0625,0.01,-0.049615674,-0.0071213525,0.0613854
0.065,0.01,-0.04617325,-0.008206562,0.06564602
0.0675,0.01,-0.04228235,-0.00909681,0.06925985
0.07,0.01,-0.038034074,-0.009761085,0.0721522
0.0725,0.01,-0.0335319,-0.010171368,0.0742684
0.075,0.01,-0.02888975,-0.010304005,0.075577326
0.0775,0.01,-0.0242297,-0.01014137,0.07607447
0.08,0.01,-0.01967885,-0.009673762,0.0757849
0.0825,0.01,-0.0153652,-0.0089021,0.074765176
0.085,0.01,-0.011412793,-0.007841445,0.07310362
0.0875,0.01,-0.00793565,-0.00652605,0.0709194
0.09,0.01,-0.0050298525,-0.005016915,0.06836618
0.0925,0.01,-0.002763795,-0.0034120076,0.06562507
0.095,0.01,-0.0011804863,-0.0018611137,0.0627948
0.0975,0.01,-0.0003134683,-0.0005995622,0.0598735
0.1,0.01,0.0,0.0,0.0583886
0.0,0.0125,0.0,0.0,0.013973
0.0025,0.0125,-0.0005147,0.001451184,0.011884837
0.005,0.0125,-0.001782106,0.00354021,0.008026808
0.0075,0.0125,-0.0039619827,0.0058648526,0.0047238776
0.01,0.0125,-0.0069421274,0.008161695,0.0018054007
0.0125,0.0125,-0.010633915,0.010259648,-0.00075659173
0.015,0.0125,-0.014939525,0.01204728,-0.002843035
0.0175,0.0125,-0.019739725,0.013457475,-0.0043568974
0.02,0.0125,-0.02490245,0.01445565,-0.005229765
0.0225,0.0125,-0.030289674,0.01503035,-0.005412745
0.025,0.0125,-0.035762277,0.015186525,-0.0048768725
0.0275,0.0125,-0.041184,0.014940725,-0.00361334
0.03,0.0125,-0.04642465,0.01431775,-0.0016322762
0.0325,0.0125,-0.0513626,0.013348175,0.0010388113
0.035,0.0125,-0.05588665,0.012066668,0.0043566073
0.0375,0.0125,-0.05989745,0.010510857,0.0082635
0.04,0.0125,-0.06330855,0.008720557,0.01268906
0.0425,0.0125,-0.06604722,0.0067374273,0.01755145
0.045,0.0125,-0.0680552,0.0046047075,0.022758875
0.0475,0.0125,-0.06928918,0.0023670874,0.028211225
0.05,0.0125,-0.06972138,7.06985e-05,0.03380175
0.0525,0.0125,-0.06934003,-0.0022369565,0.0394189
0.055,0.0125,-0.068149775,-0.0045071323,0.044948474
0.0575,0.0125,-0.06617192,-0.0066900477,0.050275825
0.06,0.0125,-0.0634448,-0.00873528,0.055288523
0.0625,0.0125,-0.06002375,-0.010592365,0.0598793
0.065,0.0125,-0.05598085,-0.012211515,0.06394892
0.0675,0.0125,-0.051404577,-0.01354475,0.06740955
0.07,0.0125,-0.0463988,-0.014547225,0.070188
0.0725,0.0125,-0.041081324,-0.0151787,0.072228976
0.075,0.0125,-0.035581924,-0.01540555,0.07349815
0.0775,0.0125,-0.0300397,-0.015203175,0.073984675
0.08,0.0125,-0.024599476,-0.014558725,0.0737033
0.0825,0.0125,-0.019407574,-0.013474625,0.07269543
0.085,0.0125,-0.014606675,-0.0119731175,0.07102793
0.0875,0.0125,-0.01032993,-0.010102208,0.06879128
0.09,0.0125,-0.006693415,-0.007943722,0.06610575
0.0925,0.0125,-0.0037871175,-0.00562349,0.06311285
0.095,0.0125,-0.0016857687,-0.003324585,0.059815027
0.0975,0.0125,-0.0004797286,-0.001316851,0.056074176
0.1,0.0125,0.0,0.0,0.0540759
0.0,0.015,0.0,0.0,0.01800615
0.0025,0.015,-0.0006768975,0.002471252,0.0153834
0.005,0.015,-0.00228336,0.0055189175,0.01064891
0.0075,0.015,-0.0049842023,0.008734942,0.0068003526
0.01,0.015,-0.008605437,0.011838358,0.003544495
0.0125,0.015,-0.013021535,0.014638,0.0007668158
0.015,0.015,-0.01810945,0.017004775,-0.0014470867
0.0175,0.015,-0.02372835,0.018858375,-0.0030302126
0.02,0.015,-0.029727176,0.020156225,-0.0039413227
0.0225,0.015,-0.03595095,0.020883825,-0.004152455
0.025,0.015,-0.042244975,0.021047374,-0.003649845
0.0275,0.015,-0.04845855,0.020668324,-0.00243515
0.03,0.015,-0.05444805,0.01977925,-0.000525012
0.0325,0.015,-0.060079474,0.018420724,0.0020498056
0.035,0.015,-0.06523042,0.01663915,0.005245365
0.0375,0.015,-0.06979147,0.014485175,0.0090055475
0.04,0.015,-0.073667474,0.012012677,0.013263025
0.0425,0.015,-0.076778375,0.009278162,0.017940275
0.045,0.015,-0.07905993,0.006340395,0.022950625
0.0475,0.015,-0.08046438,0.00326016,0.02819955
0.05,0.015,-0.080960974,0.00010021,0.03358605
0.0525,0.015,-0.0805365,-0.00307487,0.0390042
0.055,0.015,-0.07919575,-0.0061988574,0.0443451
0.0575,0.015,-0.0769618,-0.009204202,0.0494989
0.06,0.015,-0.07387637,-0.012022575,0.054357175
0.0625,0.015,-0.069999926,-0.014585675,0.05881565
0.065,0.015,-0.06541132,-0.016826225,0.062776975
0.0675,0.015,-0.060207523,-0.0186795,0.0661537
0.07,0.015,-0.0545026,-0.0200851,0.06887142
0.0725,0.015,-0.048426125,-0.0209891,0.0708717
0.075,0.015,-0.042121176,-0.0213466,0.07211473
0.0775,0.015,-0.03574155,-0.02112485,0.07258148
0.08,0.015,-0.029448075,-0.020306924,0.07227527
0.0825,0.015,-0.0234044,-0.0188959,0.071222425
0.085,0.015,-0.0177718,-0.016920175,0.06947015
0.0875,0.015,-0.012703815,-0.014439925,0.0670842
0.09,0.015,-0.0083391275,-0.011555063,0.06415845
0.0925,0.015,-0.004793075,-0.008414532,0.060805675
0.095,0.015,-0.002176078,-0.00522706,0.056948975
0.0975,0.015,-0.00063721073,-0.0022853569,0.05233605
0.1,0.015,0.0,0.0,0.04981075
0.0,0.0175,0.0,0.0,0.02161225
0.0025,0.0175,-0.0008289225,0.0037373626,0.018462226
0.005,0.0175,-0.0027621924,0.007932607,0.012842553
0.0075,0.0175,-0.0059719025,0.012180712,0.008402453
0.01,0.0175,-0.010223783,0.0161924,0.0047449926
0.0125,0.0175,-0.015353925,0.0197641,0.0016835905
0.015,0.0175,-0.0212117,0.022754924,-0.000721007
0.0175,0.0175,-0.02763265,0.025075676,-0.002425955
0.02,0.0175,-0.0344456,0.026678724,-0.00341344
0.0225,0.0175,-0.041478325,0.02754865,-0.0036744475
0.025,0.0175,-0.04856105,0.027694575,-0.00320972
0.0275,0.0175,-0.055529773,0.0271442,-0.002031555
0.03,0.0175,-0.062229075,0.02593905,-0.000163831
0.0325,0.0175,-0.06851435,0.0241309,0.002358349
0.035,0.0175,-0.0742539,0.021779,0.0054890923
0.0375,0.0175,-0.07933025,0.0189482,0.009172255
0.04,0.0175,-0.0836412,0.0157077,0.013342
0.0425,0.0175,-0.08710085,0.0121300975,0.01792345
0.045,0.0175,-0.08964022,0.00829093,0.02283335
0.0475,0.0175,-0.09120792,0.0042683524,0.02798095
0.05,0.0175,-0.09177063,0.0001430325,0.03326915
0.0525,0.0175,-0.09131365,-0.004002025,0.038595773
0.055,0.0175,-0.0898415,-0.008081755,0.043855175
0.0575,0.0175,-0.087378174,-0.0120093925,0.0489401
0.06,0.0175,-0.083967574,-0.015697226,0.053743925
0.0625,0.0175,-0.07967368,-0.019057576,0.05816305
0.065,0.0175,-0.07458035,-0.02200415,0.06209955
0.0675,0.0175,-0.06879108,-0.024453875,0.06546403
0.07,0.0175,-0.062428024,-0.02632915,0.06817853
0.0725,0.0175,-0.055630624,-0.027560726,0.070179224
0.075,0.0175,-0.04855355,-0.0280908,0.07141895
0.0775,0.0175,-0.041363973,-0.02787695,0.07186917
0.08,0.0175,-0.034238026,-0.0268965,0.07152125
0.0825,0.0175,-0.027356574,-0.0251515,0.07038685
0.085,0.0175,-0.020900425,-0.022674525,0.06849557
0.0875,0.0175,-0.015045325,-0.019535225,0.0658925
0.09,0.0175,-0.009955067,-0.015848124,0.06265152
0.0925,0.0175,-0.0057732,-0.01178041,0.05886615
0.095,0.0175,-0.002647795,-0.0075600627,0.054395124
0.0975,0.0175,-0.00078555074,-0.003495175,0.04889105
0.1,0.0175,0.0,0.0,0.0458407
0.0,0.02,0.0,0.0,0.02458355
0.0025,0.02,-0.00097243127,0.0052381377,0.020919126
0.005,0.02,-0.0032207074,0.0107675,0.014421975
0.0075,0.02,-0.0069264076,0.016189525,0.009368695
0.01,0.02,-0.011797562,0.021212526,0.00527261
0.0125,0.02,-0.0176316,0.025626626,0.0018861186
0.015,0.02,-0.024248825,0.0292846,-0.000748234
0.0175,0.02,-0.03145965,0.032092974,-0.00260684
0.02,0.02,-0.039071575,0.034002677,-0.0036918626
0.0225,0.02,-0.046894524,0.03500015,-0.0040111477
0.025,0.02,-0.054743774,0.0350997,-0.003578945
0.0275,0.02,-0.06244255,0.03433715,-0.002417975
0.03,0.02,-0.06982455,0.0327646,-0.000559686
0.0325,0.02,-0.076736026,0.030446324,0.001955779
0.035,0.02,-0.08303743,0.02745575,0.00507963
0.0375,0.02,-0.0886047,0.0238731,0.008754533
0.04,0.02,-0.09333012,0.01978385,0.0129149
0.0425,0.02,-0.097123176,0.015277675,0.017487075
0.045,0.02,-0.09991107,0.010447855,0.0223897
0.0475,0.02,-0.10163915,0.0053908573,0.027534325
0.05,0.02,-0.10227215,0.0002061525,0.0328261
0.0525,0.02,-0.1017939,-0.005003895,0.0381649
0.055,0.02,-0.100208,-0.010134395,0.0434466
0.0575,0.02,-0.09753855,-0.015078325,0.048564676
0.06,0.02,-0.0938304,-0.019727426,0.053412326
0.0625,0.02,-0.08914973,-0.023973376,0.057884574
0.065,0.02,-0.08358365,-0.027709424,0.061880823
0.0675,0.02,-0.0772405,-0.0308326,0.06530768
0.07,0.02,-0.0702489,-0.0332465,0.0680815
0.0725,0.02,-0.0627566,-0.03486465,0.07013123
0.075,0.02,-0.0549287,-0.035614375,0.07140075
0.0775,0.02,-0.04694505,-0.0354415,0.0718509
0.08,0.02,-0.0389969,-0.034315325,0.071460776
0.0825,0.02,-0.03128295,-0.032234374,0.070228
0.085,0.02,-0.0240048,-0.0292326,0.06816635
0.0875,0.02,-0.01736235,-0.02538595,0.065303825
0.09,0.02,-0.011546757,-0.020819725,0.061699726
0.0925,0.02,-0.006731915,-0.015714975,0.057435624
0.095,0.02,-0.003104485,-0.010314322,0.05231755
0.0975,0.02,-0.0009268515,-0.00493716,0.045917124
0.1,0.02,0.0,0.0,0.0423477
0.0,0.0225,0.0,0.0,0.02675375
0.0025,0.0225,-0.0011097795,0.0069643273,0.02258725
0.005,0.0225,-0.0036637676,0.014011525,0.015224875
0.0075,0.0225,-0.007854743,0.0207498,0.00955034
0.01,0.0225,-0.013335463,0.02688845,0.00499669
0.0125,0.0225,-0.0198649,0.03221605,0.0012630387
0.015,0.0225,-0.02723345,0.036584,-0.0016214238
0.0175,0.0225,-0.035225224,0.039898925,-0.0036485374
0.02,0.0225,-0.0436254,0.0421142,-0.00483759
0.0225,0.0225,-0.052225426,0.043221574,-0.00521141
0.025,0.0225,-0.0608254,0.043243326,-0.004796705
0.0275,0.0225,-0.06923612,0.04222565,-0.0036262374
0.03,0.0225,-0.07728115,0.0402332,-0.0017391433
0.0325,0.0225,-0.08479863,0.03734445,0.00081894174
0.035,0.0225,-0.09164237,0.033648275,0.0039956374
0.0375,0.0225,-0.0976829,0.029241426,0.0077315923
0.04,0.0225,-0.10280838,0.02422665,0.011960412
0.0425,0.0225,-0.10692475,0.018711425,0.016608525
0.045,0.0225,-0.109956,0.01280743,0.02159525
0.0475,0.0225,-0.111845,0.006630045,0.02683315
0.05,0.0225,-0.11255475,0.00029812,0.032228325
0.0525,0.0225,-0.1120675,-0.00606606,0.037681226
0.055,0.0225,-0.11038525,-0.01233714,0.0430877
0.0575,0.0225,-0.10753125,-0.018387126,0.048340376
0.06,0.0225,-0.1035505,-0.02408635,0.05333055
0.0625,0.0225,-0.09850972,-0.0293048,0.0579501
0.065,0.0225,-0.092497826,-0.033913925,0.062093925
0.0675,0.0225,-0.0856265,-0.037789274,0.06566265
0.07,0.0225,-0.0780293,-0.04081385,0.06856512
0.0725,0.0225,-0.069861025,-0.04288185,0.07072135
0.075,0.0225,-0.061296277,-0.04390335,0.0720649
0.0775,0.0225,-0.05252715,-0.04380975,0.07254487
0.08,0.0225,-0.0437602,-0.042559475,0.072127625
0.0825,0.0225,-0.0352128,-0.040144376,0.0707972
0.085,0.0225,-0.02710875,-0.03659635,0.0685531
0.0875,0.0225,-0.019673975,-0.0319941,0.065408975
0.09,0.0225,-0.0131290825,-0.026469925,0.06141365
0.0925,0.0225,-0.0076801,-0.0202151,0.0566424
0.095,0.0225,-0.0035529125,-0.013483788,0.05085655
0.0975,0.0225,-0.001064087,-0.0066051376,0.04355605
0.1,0.0225,0.0,0.0,0.03947105
0.0,0.025,0.0,0.0,0.02798125
0.0025,0.025,-0.0012433715,0.008909512,0.023321476
0.005,0.025,-0.00409707,0.0176559,0.0151043
0.0075,0.025,-0.008766183,0.025852775,0.008807182
0.01,0.025,-0.01484985,0.03321235,0.0037886205
0.0125,0.025,-0.0220688,0.03952535,-0.0003005595
0.015,0.025,-0.030182924,0.044646,-0.003441185
0.0175,0.025,-0.038949125,0.048485324,-0.005637835
0.02,0.025,-0.048129424,0.0510033,-0.0069248
0.0225,0.025,-0.057496276,0.052200675,-0.0073384177
0.025,0.025,-0.066834375,0.05211095,-0.00691696
0.0275,0.025,-0.075942375,0.050793476,-0.0057028476
0.03,0.025,-0.0846344,0.048327673,-0.003742915
0.0325,0.025,-0.09274118,0.0448081,-0.0010886153
0.035,0.025,-0.10011135,0.0403406,0.0022035497
0.0375,0.025,-0.10661103,0.035039574,0.0060715526
0.04,0.025,-0.112125,0.0290259,0.0104474
0.0425,0.025,-0.116557,0.0224255,0.01525675
0.045,0.025,-0.119829,0.01536885,0.020418676
0.0475,0.025,-0.121882,0.007990497,0.025845625
0.05,0.025,-0.1226765,0.0004289225,0.031443574
0.0525,0.025,-0.12219325,-0.007173475,0.037112374
0.055,0.025,-0.12043275,-0.0146706,0.042746574
0.0575,0.025,-0.11741625,-0.021913076,0.0482366
0.06,0.025,-0.11318725,-0.0287492,0.053470325
0.0625,0.025,-0.107812,-0.03502635,0.05833495
0.065,0.025,-0.10138,-0.040593,0.0627192
0.0675,0.025,-0.09400435,-0.04530165,0.06651592
0.07,0.025,-0.085822,-0.049012624,0.06962483
0.0725,0.025,-0.0769937,-0.051598426,0.07195528
0.075,0.025,-0.06770267,-0.0529491,0.07342897
0.0775,0.025,-0.058152877,-0.052978426,0.07398225
0.08,0.025,-0.048566476,-0.05163045,0.07356797
0.0825,0.025,-0.039180323,-0.048886575,0.07215665
0.085,0.025,-0.03024185,-0.044772774,0.0697345
0.0875,0.025,-0.02200485,-0.039366625,0.066302724
0.09,0.025,-0.014721425,-0.032803826,0.06190255
0.0925,0.025,-0.008631483,-0.025282875,0.056606974
0.095,0.025,-0.0040010125,-0.0170675,0.050137676
0.0975,0.025,-0.0012003982,-0.00849682,0.0419281
0.1,0.025,0.0,0.0,0.0373253
0.0,0.0275,0.0,0.0,0.0281367
0.0025,0.0275,-0.001375423,0.011070187,0.022987925
0.005,0.0275,-0.0045262775,0.02169565,0.013921715
0.0075,0.0275,-0.009670437,0.031493425,0.0070034475
0.01,0.0275,-0.016354125,0.040179625,0.001520038
0.0125,0.0275,-0.024259675,0.047550026,-0.0029231096
0.015,0.0275,-0.0331158,0.0534655,-0.00631474
0.0175,0.0275,-0.042651474,0.05784575,-0.008670418
0.02,0.0275,-0.052604876,0.060661674,-0.010038095
0.0225,0.0275,-0.06272902,0.06192695,-0.010466655
0.025,0.0275,-0.0727932,0.0616899,-0.01000532
0.0275,0.0275,-0.0825842,0.060026176,-0.008705905
0.03,0.0275,-0.091907375,0.057032574,-0.0066229627
0.0325,0.0275,-0.100587174,0.05282185,-0.0038140179
0.035,0.0275,-0.108468,0.047518477,-0.00034011374
0.0375,0.0275,-0.11541275,0.041255627,0.0037335115
0.04,0.0275,-0.12130425,0.03417305,0.008336687
0.0425,0.0275,-0.126045,0.026415626,0.01339368
0.045,0.0275,-0.12955575,0.01813275,0.018822575
0.0475,0.0275,-0.131776,0.009478155,0.02453495
0.05,0.0275,-0.1326645,0.0006098225,0.030435774
0.0525,0.0275,-0.13219975,-0.008309907,0.03642335
0.055,0.0275,-0.13038,-0.0171143,0.042389974
0.0575,0.0275,-0.1272245,-0.025632525,0.04822275
0.06,0.0275,-0.12277375,-0.03369045,0.053804874
0.0625,0.0275,-0.11709175,-0.041112125,0.05901745
0.065,0.0275,-0.110267,-0.04772195,0.06374153
0.0675,0.0275,-0.10241233,-0.053347774,0.0678606
0.07,0.0275,-0.09366647,-0.05782505,0.0712635
0.0725,0.0275,-0.08419477,-0.06100185,0.0738473
0.075,0.0275,-0.074188076,-0.06274495,0.07552017
0.0775,0.0275,-0.0638617,-0.06294675,0.07620425
0.08,0.0275,-0.053453524,-0.061532825,0.07583798
0.0825,0.0275,-0.04322065,-0.058469824,0.0743778
0.085,0.0275,-0.03343555,-0.053773373,0.07179685
0.0875,0.0275,-0.024381725,-0.04751575,0.06808487
0.09,0.0275,-0.01634485,-0.039832477,0.0632774
0.0925,0.0275,-0.009600688,-0.030926624,0.057447676
0.095,0.0275,-0.00445692,-0.02107035,0.050280225
